"","id","gloss","type","language","utterance_order","corpus_name","part_of_speech","code_tran","speaker_code","speaker_name","speaker_role","target_child_age","media_start","media_end","media_unit","collection_name","collection_id","corpus_id","speaker_id","target_child_id","transcript_id","transcript_name","speaker"
"88",957029,"could I see if the guy could hold this","question","eng",182,"Kuczaj","mod pro:sub v comp det:art n mod v pro:dem","CHI_4510","CHI","Abe","Target_Child",51.033902133514,NA,NA,NA,"Eng-NA",2,46,2543,2543,4510,"Eng-NA/Kuczaj/040301.xml","CHI"
"89",957608,"yeah and if it didn't Chop_Wood would take care of it","declarative","eng",160,"Kuczaj","co coord conj pro:per mod n:prop mod v n prep pro:per","CHI_4513","CHI","Abe","Target_Child",51.4938705106881,NA,NA,NA,"Eng-NA",2,46,2543,2543,4513,"Eng-NA/Kuczaj/040315.xml","CHI"
"90",957688,"if I was a lumberjack I wouldn't be afraid of bears","declarative","eng",127,"Kuczaj","conj pro:sub cop det:art n pro:sub mod cop adj prep n","CHI_4514","CHI","Abe","Target_Child",51.6909998151913,NA,NA,NA,"Eng-NA",2,46,2543,2543,4514,"Eng-NA/Kuczaj/040321.xml","CHI"
"91",957691,"if there were four one would hafta wait his turn","declarative","eng",247,"Kuczaj","conj adv cop det:num det:num mod mod v det:poss n","CHI_4510","CHI","Abe","Target_Child",51.033902133514,NA,NA,NA,"Eng-NA",2,46,2543,2543,4510,"Eng-NA/Kuczaj/040301.xml","CHI"
"92",957852,"you could take these ones outside if you wanted to","declarative","eng",10,"Kuczaj","pro:per mod v det:dem n adv conj pro:per v prep","CHI_4520","CHI","Abe","Target_Child",53.6581859997125,NA,NA,NA,"Eng-NA",2,46,2543,2543,4520,"Eng-NA/Kuczaj/040520.xml","CHI"
"93",958219,"one time Peter said if he shot that arrow at somebody it would kill somebody","declarative","eng",101,"Kuczaj","det:num n n:prop v comp pro:sub v comp n prep pro:indef pro:per mod v pro:indef","CHI_4517","CHI","Abe","Target_Child",52.6910203494938,NA,NA,NA,"Eng-NA",2,46,2543,2543,4517,"Eng-NA/Kuczaj/040421.xml","CHI"
"94",958292,"yeah but I could eat it with a fork if I wanted to eat it with a fork","declarative","eng",135,"Kuczaj","co conj pro:sub mod v pro:per prep det:art n conj pro:sub v inf v pro:per prep det:art n","CHI_4515","CHI","Abe","Target_Child",52.0339226678166,NA,NA,NA,"Eng-NA",2,46,2543,2543,4515,"Eng-NA/Kuczaj/040401.xml","CHI"
"95",958501,"if I could find that other antelope","declarative","eng",117,"Kuczaj","conj pro:sub mod v adv qn n","CHI_4506","CHI","Abe","Target_Child",50.2967206718824,NA,NA,NA,"Eng-NA",2,46,2543,2543,4506,"Eng-NA/Kuczaj/040209.xml","CHI"
"96",958519,"because if you do it that way then you would hafta do it this way","declarative","eng",129,"Kuczaj","conj conj pro:per v pro:per det:dem n adv:tem pro:per mod mod v pro:per pro:dem adv","CHI_4519","CHI","Abe","Target_Child",53.4610566952093,NA,NA,NA,"Eng-NA",2,46,2543,2543,4519,"Eng-NA/Kuczaj/040514.xml","CHI"
"97",958538,"I mean if I could find the dinosaur","declarative","eng",120,"Kuczaj","pro:sub v comp pro:sub mod v det:art n","CHI_4506","CHI","Abe","Target_Child",50.2967206718824,NA,NA,NA,"Eng-NA",2,46,2543,2543,4506,"Eng-NA/Kuczaj/040209.xml","CHI"
"98",958658,"you could open it up if you wanna","declarative","eng",83,"Kuczaj","pro:per mod v pro:per adv conj pro:per v","CHI_4520","CHI","Abe","Target_Child",53.6581859997125,NA,NA,NA,"Eng-NA",2,46,2543,2543,4520,"Eng-NA/Kuczaj/040520.xml","CHI"
"99",958905,"if I been standing on something I could","declarative","eng",3,"Kuczaj","conj pro:sub aux part prep pro:indef pro:sub mod","CHI_4503","CHI","Abe","Target_Child",49.7895233988378,NA,NA,NA,"Eng-NA",2,46,2543,2543,4503,"Eng-NA/Kuczaj/040124.xml","CHI"
"100",959167,"I wouldn't know what to do if you cut it","declarative","eng",28,"Kuczaj","pro:sub mod v pro:int inf v conj pro:per v pro:per","CHI_4503","CHI","Abe","Target_Child",49.7895233988378,NA,NA,NA,"Eng-NA",2,46,2543,2543,4503,"Eng-NA/Kuczaj/040124.xml","CHI"
"101",959173,"if you put magic in it would","declarative","eng",177,"Kuczaj","conj pro:per v n prep pro:per mod","CHI_4517","CHI","Abe","Target_Child",52.6910203494938,NA,NA,NA,"Eng-NA",2,46,2543,2543,4517,"Eng-NA/Kuczaj/040421.xml","CHI"
"102",959238,"he said that if I let him use my gun except not keep it he would he would get this to me and get the gun back","declarative","eng",138,"Kuczaj","pro:sub v comp conj pro:sub v pro:obj v det:poss n v neg v pro:per pro:sub mod v det:dem inf pro:obj coord v det:art n adv","CHI_4520","CHI","Abe","Target_Child",53.6581859997125,NA,NA,NA,"Eng-NA",2,46,2543,2543,4520,"Eng-NA/Kuczaj/040520.xml","CHI"
"103",959327,"could we ask Jason if I could go stay at his house","declarative","eng",5,"Kuczaj","mod pro:sub v n:prop conj pro:sub mod v v prep det:poss n","CHI_4507","CHI","Abe","Target_Child",50.4281402082178,NA,NA,NA,"Eng-NA",2,46,2543,2543,4507,"Eng-NA/Kuczaj/040213.xml","CHI"
"104",959337,"or if he could come to nursery school with me","question","eng",6,"Kuczaj","coord conj pro:sub mod v prep n n prep pro:obj","CHI_4507","CHI","Abe","Target_Child",50.4281402082178,NA,NA,NA,"Eng-NA",2,46,2543,2543,4507,"Eng-NA/Kuczaj/040213.xml","CHI"
"105",959385,"would you like it if you threw the ball and I hit it","question","eng",61,"Kuczaj","mod pro:per v pro:per conj pro:per v det:art n coord pro:sub v pro:per","CHI_4525","CHI","Abe","Target_Child",54.4610772295119,NA,NA,NA,"Eng-NA",2,46,2543,2543,4525,"Eng-NA/Kuczaj/040614.xml","CHI"
"106",959551,"if you were here if the ball was here and I hit it that high it would hit the oil lamp","declarative","eng",79,"Kuczaj","comp det:art n cop adv coord pro:sub v pro:per det:dem adj pro:per mod v det:art n n","CHI_4525","CHI","Abe","Target_Child",54.4610772295119,NA,NA,NA,"Eng-NA",2,46,2543,2543,4525,"Eng-NA/Kuczaj/040614.xml","CHI"
"107",959738,"what would happen if this got stuck here","declarative","eng",152,"Kuczaj","pro:int mod v comp pro:dem aux part adv","CHI_4523","CHI","Abe","Target_Child",54.1653832727571,NA,NA,NA,"Eng-NA",2,46,2543,2543,4523,"Eng-NA/Kuczaj/040605.xml","CHI"
"108",960229,"and if we taked a airplane we could just take the whole day","declarative","eng",57,"Kuczaj","coord conj pro:sub v det:art n pro:sub mod adv v det:art adj n","CHI_4528","CHI","Abe","Target_Child",55.099694038892,NA,NA,NA,"Eng-NA",2,46,2543,2543,4528,"Eng-NA/Kuczaj/040703.xml","CHI"
"109",960296,"yeah what would happen if they both crashed","question","eng",168,"Kuczaj","co pro:int mod v comp pro:sub post v","CHI_4503","CHI","Abe","Target_Child",49.7895233988378,NA,NA,NA,"Eng-NA",2,46,2543,2543,4503,"Eng-NA/Kuczaj/040124.xml","CHI"
"110",960379,"I thought that if you would just keep growing little bones they would break","declarative","eng",70,"Kuczaj","pro:sub v comp conj pro:per mod adv v part adj n pro:sub mod v","CHI_4529","CHI","Abe","Target_Child",55.1654038070597,NA,NA,NA,"Eng-NA",2,46,2543,2543,4529,"Eng-NA/Kuczaj/040705.xml","CHI"
"111",960606,"then I went to see if I could breathe","declarative","eng",71,"Kuczaj","adv:tem pro:sub v inf v conj pro:sub mod v","CHI_4533","CHI","Abe","Target_Child",56.23113410953,NA,NA,NA,"Eng-NA",2,46,2543,2543,4533,"Eng-NA/Kuczaj/040807.xml","CHI"
"112",961536,"Daddy you could ask Santa_Claus or somebody for Christmas if you could have moccasins for Christmas","declarative","eng",97,"Kuczaj","n:prop pro:per mod v n:prop coord pro:indef prep n:prop conj pro:per mod v n prep n:prop","CHI_4521","CHI","Abe","Target_Child",53.9210250723834,NA,NA,NA,"Eng-NA",2,46,2543,2543,4521,"Eng-NA/Kuczaj/040528.xml","CHI"
"113",961573,"Dad what would happen if people couldn't starve","question","eng",52,"Kuczaj","n:prop pro:int mod v comp n mod v","CHI_4535","CHI","Abe","Target_Child",56.6582476026202,NA,NA,NA,"Eng-NA",2,46,2543,2543,4535,"Eng-NA/Kuczaj/040820.xml","CHI"
"114",961658,"how do you think they could hunt for him if it's a maneater","question","eng",181,"Kuczaj","pro:int mod pro:per v pro:sub mod v prep pro:obj conj pro:per det:art","CHI_4531","CHI","Abe","Target_Child",56.0011499209429,NA,NA,NA,"Eng-NA",2,46,2543,2543,4531,"Eng-NA/Kuczaj/040800.xml","CHI"
"115",961740,"I would if you maked them smaller","declarative","eng",14,"Kuczaj","pro:sub mod conj pro:per v pro:obj adj","CHI_4542","CHI","Abe","Target_Child",58.2968849463028,NA,NA,NA,"Eng-NA",2,46,2543,2543,4542,"Eng-NA/Kuczaj/041009.xml","CHI"
"116",961770,"so if they're smaller I could eat them","declarative","eng",19,"Kuczaj","adv conj pro:sub adj pro:sub mod v pro:obj","CHI_4542","CHI","Abe","Target_Child",58.2968849463028,NA,NA,NA,"Eng-NA",2,46,2543,2543,4542,"Eng-NA/Kuczaj/041009.xml","CHI"
"117",961959,"I was real cranky if somebody went to school and they were cranky that would make me mad","declarative","eng",106,"Kuczaj","pro:sub cop adj adj comp pro:indef v prep n coord pro:sub cop adj adv mod v pro:obj adj","CHI_4541","CHI","Abe","Target_Child",58.0340458736319,NA,NA,NA,"Eng-NA",2,46,2543,2543,4541,"Eng-NA/Kuczaj/041001.xml","CHI"
"118",961989,"if I couldn't go to school I was gonna do my schoolwork at home","declarative","eng",111,"Kuczaj","conj pro:sub mod v prep n pro:sub aux part v det:poss prep n","CHI_4541","CHI","Abe","Target_Child",58.0340458736319,NA,NA,NA,"Eng-NA",2,46,2543,2543,4541,"Eng-NA/Kuczaj/041001.xml","CHI"
"119",962086,"what would have happened if they didn't invent houses","question","eng",136,"Kuczaj","pro:int mod aux part conj pro:sub mod v n","CHI_4535","CHI","Abe","Target_Child",56.6582476026202,NA,NA,NA,"Eng-NA",2,46,2543,2543,4535,"Eng-NA/Kuczaj/040820.xml","CHI"
"120",962155,"if we go to Texas how much days would we stay there","question","eng",165,"Kuczaj","conj pro:sub v prep n:prop pro:rel qn n mod pro:sub v adv","CHI_4534","CHI","Abe","Target_Child",56.461118298117,NA,NA,NA,"Eng-NA",2,46,2543,2543,4534,"Eng-NA/Kuczaj/040814.xml","CHI"
"121",962349,"we would hafta think if the airplane pilot would get lost","declarative","eng",57,"Kuczaj","pro:sub mod mod v comp det:art n n mod aux part","CHI_4532","CHI","Abe","Target_Child",56.0668596891107,NA,NA,NA,"Eng-NA",2,46,2543,2543,4532,"Eng-NA/Kuczaj/040802.xml","CHI"
"122",963330,"you would be little if you never got milk right","question","eng",57,"Kuczaj","pro:per mod cop adj conj pro:per adv v n co","CHI_4518","CHI","Abe","Target_Child",53.0996529702869,NA,NA,NA,"Eng-NA",2,46,2543,2543,4518,"Eng-NA/Kuczaj/040503.xml","CHI"
"123",963510,"well you could help me pick him up tonight and see if he wants to come here","declarative","eng",88,"Kuczaj","co pro:per mod v pro:obj v pro:obj adv adv:tem coord v conj pro:sub v inf v adv","CHI_4498","CHI","Abe","Target_Child",49.0010061808251,NA,NA,NA,"Eng-NA",2,46,2543,2543,4498,"Eng-NA/Kuczaj/040100.xml","CHI"
"124",963661,"I could kick it if it tried to climb up and get me","declarative","eng",181,"Kuczaj","pro:sub mod v pro:per conj pro:per v inf v adv coord v pro:obj","CHI_4543","CHI","Abe","Target_Child",58.494014250806,NA,NA,NA,"Eng-NA",2,46,2543,2543,4543,"Eng-NA/Kuczaj/041015.xml","CHI"
"125",963751,"Daddy what would you have done if your chair said","quotation next line","eng",188,"Kuczaj","n:prop pro:int mod pro:per v part comp det:poss n v","CHI_4543","CHI","Abe","Target_Child",58.494014250806,NA,NA,NA,"Eng-NA",2,46,2543,2543,4543,"Eng-NA/Kuczaj/041015.xml","CHI"
"126",963808,"what would have you done if your chair said ow","imperative_emphatic","eng",193,"Kuczaj","pro:int mod aux pro:per part comp det:poss n v meta","CHI_4543","CHI","Abe","Target_Child",58.494014250806,NA,NA,NA,"Eng-NA",2,46,2543,2543,4543,"Eng-NA/Kuczaj/041015.xml","CHI"
"127",963872,"but if I wasn't a chair I wouldn't be a chair","declarative","eng",199,"Kuczaj","conj conj pro:sub cop det:art n pro:sub mod cop det:art n","CHI_4543","CHI","Abe","Target_Child",58.494014250806,NA,NA,NA,"Eng-NA",2,46,2543,2543,4543,"Eng-NA/Kuczaj/041015.xml","CHI"
"128",964444,"what would happen if last night I would have not letted you beat me","question","eng",190,"Kuczaj","pro:int mod v comp adj n pro:sub mod aux neg v pro:per v pro:obj","CHI_4549","CHI","Abe","Target_Child",59.8882933941149,NA,NA,NA,"Eng-NA",2,46,2543,2543,4549,"Eng-NA/Kuczaj/041127.xml","CHI"
"129",964461,"what would happen if last night I wouldn't have let you catch me","declarative","eng",191,"Kuczaj","pro:int mod v comp adj n pro:sub mod v v pro:per v pro:obj","CHI_4549","CHI","Abe","Target_Child",59.8882933941149,NA,NA,NA,"Eng-NA",2,46,2543,2543,4549,"Eng-NA/Kuczaj/041127.xml","CHI"
"130",964479,"what would have happened last night if I wouldn't let you catch me","question","eng",193,"Kuczaj","pro:int mod v part adj n conj pro:sub mod v pro:per v pro:obj","CHI_4549","CHI","Abe","Target_Child",59.8882933941149,NA,NA,NA,"Eng-NA",2,46,2543,2543,4549,"Eng-NA/Kuczaj/041127.xml","CHI"
"131",964743,"I thought if we could take a shower tonight","declarative","eng",199,"Kuczaj","pro:sub v comp pro:sub mod v det:art n adv:tem","CHI_4498","CHI","Abe","Target_Child",49.0010061808251,NA,NA,NA,"Eng-NA",2,46,2543,2543,4498,"Eng-NA/Kuczaj/040100.xml","CHI"
"132",964910,"oh yeah I'd say invisible if I couldn't see something","declarative","eng",115,"Kuczaj","co co pro:sub v adj conj pro:sub mod v pro:indef","CHI_4540","CHI","Abe","Target_Child",57.7896876732582,NA,NA,NA,"Eng-NA",2,46,2543,2543,4540,"Eng-NA/Kuczaj/040924.xml","CHI"
"133",965262,"what would happen if what","question","eng",176,"Kuczaj","pro:int mod v comp pro:int","CHI_4548","CHI","Abe","Target_Child",59.6911640896117,NA,NA,NA,"Eng-NA",2,46,2543,2543,4548,"Eng-NA/Kuczaj/041121.xml","CHI"
"134",966069,"how would you like it if I punched you in the nose","question","eng",134,"Kuczaj","pro:int mod pro:per v pro:per conj pro:sub v pro:per prep det:art n","CHI_4544","CHI","Abe","Target_Child",58.723998439393,NA,NA,NA,"Eng-NA",2,46,2543,2543,4544,"Eng-NA/Kuczaj/041022.xml","CHI"
"135",966987,"yeah it could have lived if I would have gotten enough food for all of them","declarative","eng",186,"Kuczaj","co pro:per mod aux part conj pro:sub mod aux part adj n prep adv prep pro:obj","CHI_4536","CHI","Abe","Target_Child",56.8882317912072,NA,NA,NA,"Eng-NA",2,46,2543,2543,4536,"Eng-NA/Kuczaj/040827.xml","CHI"
"136",971771,"hey Daddy if this hat was flat it would be like this guy and not like this guy","declarative","eng",41,"Kuczaj","co n:prop comp det:dem n cop adj pro:per mod cop co det:dem n coord neg co det:dem n","CHI_4539","CHI","Abe","Target_Child",57.6254132528389,NA,NA,NA,"Eng-NA",2,46,2543,2543,4539,"Eng-NA/Kuczaj/040919.xml","CHI"
"137",971858,"if it was flat on this side and you were wearing it what would you look like","question","eng",47,"Kuczaj","conj pro:per cop adj prep det:dem n coord pro:per aux part pro:per pro:int mod pro:per v conj","CHI_4539","CHI","Abe","Target_Child",57.6254132528389,NA,NA,NA,"Eng-NA",2,46,2543,2543,4539,"Eng-NA/Kuczaj/040919.xml","CHI"
"138",1774359,"how could it turn if it's up in de air","question","eng",634,"Brown","pro:int mod pro:per n conj pro:per adv prep det:art n","CHI_6896","CHI","Adam","Target_Child",46.4937678391753,NA,NA,NA,"Eng-NA",2,58,3330,3330,6896,"Eng-NA/Brown/Adam/031015.xml","CHI"
"139",1774392,"how could it go up if it's not if it's not flied","question","eng",636,"Brown","pro:int mod pro:per v adv conj pro:per neg conj pro:per neg part","CHI_6896","CHI","Adam","Target_Child",46.4937678391753,NA,NA,NA,"Eng-NA",2,58,3330,3330,6896,"Eng-NA/Brown/Adam/031015.xml","CHI"
"140",1774409,"how could dis turn if it's not up in de sky","question","eng",637,"Brown","pro:int mod det:dem n conj pro:per neg adv prep det:art n","CHI_6896","CHI","Adam","Target_Child",46.4937678391753,NA,NA,NA,"Eng-NA",2,58,3330,3330,6896,"Eng-NA/Brown/Adam/031015.xml","CHI"
"141",1774566,"I wonder if cookies could stop it","declarative","eng",185,"Brown","pro:sub v comp n mod v pro:per","CHI_6901","CHI","Adam","Target_Child",50.5595597445533,NA,NA,NA,"Eng-NA",2,58,3330,3330,6901,"Eng-NA/Brown/Adam/040217.xml","CHI"
"142",1785562,"see if the flowers would like to watch me","declarative","eng",445,"Brown","v comp det:art n mod v inf v pro:obj","CHI_6911","CHI","Adam","Target_Child",58.7568533234769,NA,NA,NA,"Eng-NA",2,58,3330,3330,6911,"Eng-NA/Brown/Adam/041023.xml","CHI"
"143",1786460,"because if talking goes out dere I wonder what I could say","declarative","eng",737,"Brown","conj conj part v prep n pro:sub v pro:int pro:sub mod v","CHI_6909","CHI","Adam","Target_Child",57.0668802234132,NA,NA,NA,"Eng-NA",2,58,3330,3330,6909,"Eng-NA/Brown/Adam/040902.xml","CHI"
"144",1788293,"if you could give me two pieces and if you have some glue","declarative","eng",621,"Brown","conj pro:per mod v pro:obj det:num n coord conj pro:per v qn n","CHI_6912","CHI","Adam","Target_Child",62.3955317357646,NA,NA,NA,"Eng-NA",2,58,3330,3330,6912,"Eng-NA/Brown/Adam/050212.xml","CHI"
"145",1789522,"what you think would happen if I put a stick","question","eng",689,"Brown","pro:int pro:per v mod v comp pro:sub v det:art n","CHI_6911","CHI","Adam","Target_Child",58.7568533234769,NA,NA,NA,"Eng-NA",2,58,3330,3330,6911,"Eng-NA/Brown/Adam/041023.xml","CHI"
"146",1796412,"if I get upstairs I could shoot better","declarative","eng",1332,"Brown","conj pro:sub aux adv pro:sub mod v adj","CHI_6911","CHI","Adam","Target_Child",58.7568533234769,NA,NA,NA,"Eng-NA",2,58,3330,3330,6911,"Eng-NA/Brown/Adam/041023.xml","CHI"
"147",1813830,"if you had a big one you could keep it","declarative","eng",952,"Brown","conj pro:per v det:art adj pro:indef pro:per mod v pro:per","CHI_6906","CHI","Adam","Target_Child",52.4281812768229,NA,NA,NA,"Eng-NA",2,58,3330,3330,6906,"Eng-NA/Brown/Adam/040413.xml","CHI"
"148",1813872,"if you have if you had a straight one you could keep it straight","declarative","eng",955,"Brown","conj pro:per v det:art adj det:num pro:per mod v pro:per adv","CHI_6906","CHI","Adam","Target_Child",52.4281812768229,NA,NA,NA,"Eng-NA",2,58,3330,3330,6906,"Eng-NA/Brown/Adam/040413.xml","CHI"
"149",1931123,"if I could get my boots on I could go inside","declarative","eng",239,"MacWhinney","conj pro:sub mod v det:poss n prep pro:sub mod v adv","CHI_7203","CHI","Ross","Target_Child",39.8709677419355,876.153,903.108,"s","Eng-NA",2,60,3395,3395,7203,"Eng-NA/MacWhinney/030327.xml","CHI"
"150",1938802,"if I were you I would eat food","declarative","eng",214,"MacWhinney","conj pro:sub cop pro:per pro:sub mod v n","CHI_7228","CHI","Ross","Target_Child",43.8387096774194,774.207,777.633,"s","Eng-NA",2,60,3395,NA,7228,"Eng-NA/MacWhinney/030726.xml","CHI"
"151",1938821,"if you were me then you would eat food and if I were you then I would eat","declarative","eng",216,"MacWhinney","conj pro:per cop pro:obj adv:tem pro:per mod v n coord conj pro:sub cop pro:per adv:tem pro:sub mod v","CHI_7228","CHI","Ross","Target_Child",43.8387096774194,779.594,787.85,"s","Eng-NA",2,60,3395,NA,7228,"Eng-NA/MacWhinney/030726.xml","CHI"
"152",1941330,"if I were you I wouldn't drink the milk","declarative","eng",315,"MacWhinney","conj pro:sub cop pro:per pro:sub mod v det:art n","CHI_7227","CHI","Ross","Target_Child",43.1290322580645,1405.978,1417.31,"s","Eng-NA",2,60,3395,NA,7227,"Eng-NA/MacWhinney/030704.xml","CHI"
"153",1944534,"would it helped if I got out and pushed","question","eng",214,"MacWhinney","mod pro:per v comp pro:sub v adv coord v","CHI_7240","CHI","Ross","Target_Child",47.9032258064516,886.77,890.114,"s","Eng-NA",2,60,3395,NA,7240,"Eng-NA/MacWhinney/031128.xml","CHI"
"154",1945740,"if he could use a live bait","declarative","eng",297,"MacWhinney","conj pro:sub mod v det:art adj n","CHI_7240","CHI","Ross","Target_Child",47.9032258064516,1207.743,1213.044,"s","Eng-NA",2,60,3395,NA,7240,"Eng-NA/MacWhinney/031128.xml","CHI"
"155",1946117,"if I go out in the hallway with my blanket then they they will get mad at me so I shouldn't do that","declarative","eng",214,"MacWhinney","conj pro:sub v adv prep det:art prep det:poss n adv:tem pro:sub pro:sub mod v adj prep pro:obj conj pro:sub mod v pro:dem","CHI_7232","CHI","Ross","Target_Child",44.1612903225806,639.096,646.609,"s","Eng-NA",2,60,3395,NA,7232,"Eng-NA/MacWhinney/030805.xml","CHI"
"156",1947597,"if you're Louis Pasteur you hafta put your magic shoulders soldiers in my arm with your magic needle","declarative","eng",309,"MacWhinney","conj pro:per n:prop n:prop pro:per mod v det:poss n v n prep det:poss n prep det:poss n n","CHI_7245","CHI","Ross","Target_Child",49.5483870967742,1204.096,1215.799,"s","Eng-NA",2,60,3395,NA,7245,"Eng-NA/MacWhinney/040117a.xml","CHI"
"157",1947792,"do you know what I would do if I had a boy like that","question","eng",168,"MacWhinney","mod pro:per v pro:int pro:sub mod v conj pro:sub v det:art co co pro:dem","CHI_7247","CHI","Ross","Target_Child",50.0322580645161,1056.605,1103.044,"s","Eng-NA",2,60,3395,NA,7247,"Eng-NA/MacWhinney/040201.xml","CHI"
"158",1948069,"if you hadn't gone out without your shirt on and if you hadn't gone out without your gloves on you wouldn't have gotten those owies on your tummy","declarative","eng",1,"MacWhinney","conj pro:per aux part adv prep det:poss n adv coord conj pro:per aux part adv prep det:poss n prep pro:per mod aux part det:dem n prep det:poss n","CHI_7260","CHI","Ross","Target_Child",52.1290322580645,0,17.544,"s","Eng-NA",2,60,3395,NA,7260,"Eng-NA/MacWhinney/040404d.xml","CHI"
"159",1948804,"and I wondered if we could get one of those for me and Marky","declarative","eng",1,"MacWhinney","coord pro:sub v comp pro:sub mod v pro:indef prep pro:dem prep pro:obj coord n:prop","CHI_7255","CHI","Ross","Target_Child",51.5161290322581,0,15.975,"s","Eng-NA",2,60,3395,NA,7255,"Eng-NA/MacWhinney/040316c.xml","CHI"
"160",1948980,"well if you would wanna come from home and get in a airplane and then get us","trail off","eng",109,"MacWhinney","co conj pro:per mod v v prep n coord v prep det:art n coord adv:tem v pro:obj","CHI_7258","CHI","Ross","Target_Child",52.1290322580645,584.545,605.062,"s","Eng-NA",2,60,3395,3395,7258,"Eng-NA/MacWhinney/040404b.xml","CHI"
"161",1949048,"you know what I would do if I were a super hero","question","eng",224,"MacWhinney","pro:per v pro:int pro:sub mod v conj pro:sub cop det:art adj n","CHI_7256","CHI","Ross","Target_Child",52.1290322580645,1109.277,1111.589,"s","Eng-NA",2,60,3395,NA,7256,"Eng-NA/MacWhinney/040404a.xml","CHI"
"162",1949067,"if I were a super I would do I don't know","declarative","eng",226,"MacWhinney","conj pro:sub cop det:art adj pro:sub mod v pro:sub mod v","CHI_7256","CHI","Ross","Target_Child",52.1290322580645,1112.621,1116.893,"s","Eng-NA",2,60,3395,NA,7256,"Eng-NA/MacWhinney/040404a.xml","CHI"
"163",1949101,"that's what I would do if I was a super hero","declarative","eng",229,"MacWhinney","pro:dem pro:int pro:sub mod v conj pro:sub cop det:art adj n","CHI_7256","CHI","Ross","Target_Child",52.1290322580645,1122.094,1124.221,"s","Eng-NA",2,60,3395,NA,7256,"Eng-NA/MacWhinney/040404a.xml","CHI"
"164",1950055,"he wouldn't mind if I used his pillow","question","eng",23,"MacWhinney","pro:sub mod v conj pro:sub v det:poss n","CHI_7262","CHI","Ross","Target_Child",53.258064516129,243.409,246.298,"s","Eng-NA",2,60,3395,NA,7262,"Eng-NA/MacWhinney/040508b.xml","CHI"
"165",1950941,"hey even if it doesn't cost a_lot_of money we could still buy it","declarative","eng",169,"MacWhinney","co v conj pro:per mod v qn n pro:sub mod adv v pro:per","CHI_7263","CHI","Ross","Target_Child",53.258064516129,708.46,714.136,"s","Eng-NA",2,60,3395,NA,7263,"Eng-NA/MacWhinney/040508c.xml","CHI"
"166",1951274,"if you have a dog you could get anything for a dog","declarative","eng",130,"MacWhinney","conj pro:per v det:art n pro:per mod v pro:indef prep det:art n","CHI_7262","CHI","Ross","Target_Child",53.258064516129,685.003,687.995,"s","Eng-NA",2,60,3395,NA,7262,"Eng-NA/MacWhinney/040508b.xml","CHI"
"167",1952319,"if you knew how If you did not make me eat one anymore it it would make me feel better","declarative","eng",136,"MacWhinney","conj pro:per v pro:rel n:prop pro:per mod neg v pro:obj v det:num adv pro:per pro:per mod v pro:obj v adj","CHI_7267","CHI","Ross","Target_Child",54.0322580645161,508.615,516.128,"s","Eng-NA",2,60,3395,NA,7267,"Eng-NA/MacWhinney/040601c.xml","CHI"
"168",1952863,"and then xxx if I could I'll get out like this","declarative","eng",127,"MacWhinney","coord adv:tem conj pro:sub mod pro:sub v prep prep pro:dem","CHI_7270","CHI","Ross","Target_Child",56,465.721,470.077,"s","Eng-NA",2,60,3395,NA,7270,"Eng-NA/MacWhinney/040800b.xml","CHI"
"169",1953247,"or if Marky would like to come with me we could","trail off","eng",37,"MacWhinney","coord conj n:prop mod v inf v prep pro:obj pro:sub mod","CHI_7273","CHI","Ross","Target_Child",57.6451612903226,93.667,97.774,"s","Eng-NA",2,60,3395,NA,7273,"Eng-NA/MacWhinney/040920b.xml","CHI"
"170",1954657,"if I wanted to have a pony you know what I would do","question","eng",14,"MacWhinney","conj pro:sub v inf v det:art n pro:per v pro:int pro:sub mod v","CHI_7277","CHI","Ross","Target_Child",59.8064516129032,71.887,81.36,"s","Eng-NA",2,60,3395,NA,7277,"Eng-NA/MacWhinney/041125a.xml","CHI"
"171",1955092,"Because if we could if we did eat it Mom couldn't have any","declarative","eng",202,"MacWhinney","n:prop conj pro:sub mod conj pro:sub mod v pro:per n:prop mod v qn","CHI_7265","CHI","Ross","Target_Child",54.0322580645161,1240.71,1244.694,"s","Eng-NA",2,60,3395,NA,7265,"Eng-NA/MacWhinney/040601a.xml","CHI"
"172",1955625,"if you brid brought your bike in here and locked it up then the burglars wouldn't be able to get it","declarative","eng",241,"MacWhinney","conj pro:per v det:poss n prep n coord v pro:per adv adv:tem det:art n mod cop adj inf v pro:per","CHI_7265","CHI","Ross","Target_Child",54.0322580645161,1395.844,1408.476,"s","Eng-NA",2,60,3395,NA,7265,"Eng-NA/MacWhinney/040601a.xml","CHI"
"173",1955958,"now if I could just get it off","declarative","eng",124,"MacWhinney","adv conj pro:sub mod adv v pro:per adv","CHI_7278","CHI","Ross","Target_Child",59.8064516129032,655.015,667.069,"s","Eng-NA",2,60,3395,NA,7278,"Eng-NA/MacWhinney/041125c.xml","CHI"
"174",1956246,"it hasta be it because if he wasn't he wasn't pretend then how could he vanish","question","eng",127,"MacWhinney","pro:per mod aux pro:per conj conj pro:sub cop pro:sub cop v adv:tem pro:int mod pro:sub v","CHI_7274","CHI","Ross","Target_Child",57.6451612903226,532.372,542.217,"s","Eng-NA",2,60,3395,NA,7274,"Eng-NA/MacWhinney/040920a.xml","CHI"
